task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
ticketmaster/sports/dodgers/vs_athletics,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Find tickets for the Los Angeles Dodgers home game against The A's on May 13, 2026."", ""queries"": [[{""event_names"": [""dodgers"", ""a's"", ""athletics""], ""dates"": [""2026-05-13""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles""}",real,ticketmaster,entertainment,sports,null,null,null,validation,null
ticketmaster/sports/dodgers/vs_diamondbacks_flexible,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Look for an upcoming Los Angeles Dodgers game against the Arizona Diamondbacks. Check availability for either the May 19 or May 21, 2026 game."", ""queries"": [[{""event_names"": [""dodgers"", ""diamondbacks""], ""dates"": [""2026-05-19"", ""2026-05-21""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles""}",real,ticketmaster,entertainment,sports,null,null,null,validation,null
ticketmaster/sports/dodgers/royals_4_tickets,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Find exactly 4 tickets for the Los Angeles Dodgers at Kansas City Royals game on March 17, 2026."", ""queries"": [[{""event_names"": [""dodgers"", ""royals""], ""dates"": [""2026-03-17""], ""ticket_quantities"": [4], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Chicago""}",real,ticketmaster,entertainment,sports,null,null,null,validation,null
ticketmaster/sports/dodgers/white_sox_primary,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Find tickets for the March 15, 2026 game between the Dodgers and White Sox. Filter the results to exclude 'Verified Resale' and only show Standard tickets."", ""queries"": [[{""event_names"": [""dodgers"", ""white sox""], ""dates"": [""2026-03-15""], ""exclude_resale"": true, ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Phoenix""}",real,ticketmaster,entertainment,sports,null,null,null,validation,null
ticketmaster/sports/mlb/kansas_city_discovery,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for any Dodgers/Royals game in Kansas City happening on 17th March 2026."", ""queries"": [[{""event_categories"": [""sports""], ""cities"": [""kansas city""], ""dates"": [""2026-03-17""], ""require_available"": false}]], ""location"": ""United States"", ""timezone"": ""America/Chicago""}",real,ticketmaster,entertainment,sports,null,null,null,validation,null
ticketmaster/concerts/bruno_mars/strict_budget_pair,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Bruno Mars 'The Romantic Tour' concert on April 18, 2026 for exactly 2 tickets priced between $600 and $1000."", ""queries"": [[{""event_names"": [""bruno mars"", ""the romantic tour""], ""dates"": [""2026-04-18""], ""ticket_quantities"": [2], ""min_price"": 600.0, ""max_price"": 1000.0, ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/concerts/bruno_mars/premium_resale,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for Bruno Mars tickets for his April 18, 2026 show. Ensure the 'Verified Resale' filter is active, and find tickets priced over $700."", ""queries"": [[{""event_names"": [""bruno mars""], ""dates"": [""2026-04-18""], ""require_resale"": true, ""min_price"": 700.0, ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/New_York""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/concerts/bruno_mars/front_rows,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Bruno Mars concert on April 18, 2026. Find available tickets specifically located in Row 9 or Row 10."", ""queries"": [[{""event_names"": [""bruno mars""], ""dates"": [""2026-04-18""], ""rows"": [""9"", ""10""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Chicago""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/theater/mj/matinee,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for 'MJ' the musical at the Neil Simon Theatre in New York on March 18, 2026 and check availability."", ""queries"": [[{""event_names"": [""mj""], ""cities"": [""new york""], ""dates"": [""2026-03-18""], ""times"": [""13:00""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/New_York""}",real,ticketmaster,entertainment,theater,null,null,null,validation,null
ticketmaster/concerts/bruno_mars/cheap_ticket,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for Bruno Mars 'The Romantic Tour' for April 18, 2026. Find any available ticket that costs less than $650."", ""queries"": [[{""event_names"": [""bruno mars""], ""dates"": [""2026-04-18""], ""max_price"": 650.0, ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/concerts/jonas_brothers/lincoln_budget,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Jonas Brothers concert at The Venue at Thunder Valley Casino Resort in Lincoln, CA on May 29, 2026. Find tickets that cost less than $250."", ""queries"": [[{""event_names"": [""jonas brothers""], ""dates"": [""2026-05-29""], ""cities"": [""lincoln""], ""max_price"": 250.0, ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Los_Angeles""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/festivals/boots_and_hearts/friday_pass,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Boots And Hearts Music Festival in Oro-Medonte, ON, Canada on Friday, August 7, 2026 and check ticket availability."", ""queries"": [[{""event_names"": [""boots and hearts""], ""dates"": [""2026-08-07""], ""cities"": [""oro-medonte""], ""require_available"": true}]], ""location"": ""Canada"", ""timezone"": ""America/Toronto""}",real,ticketmaster,entertainment,festivals,null,null,null,validation,null
ticketmaster/concerts/jonas_brothers/hometown_jacksonville,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Jonas Brothers 'Greetings From Your Hometown' concert happening at Daily's Place Amphitheater in Jacksonville on December 30, 2025."", ""queries"": [[{""event_names"": [""jonas 20"", ""greetings from your hometown""], ""dates"": [""2025-12-30""], ""cities"": [""jacksonville""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/New_York""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/concerts/jonas_brothers/aspen_private,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Search for the Jonas Brothers concert scheduled for October 4, 2025, in Aspen, CO."", ""queries"": [[{""event_names"": [""jonas brothers""], ""dates"": [""2025-10-04""], ""cities"": [""aspen""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/Denver""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null
ticketmaster/concerts/jonas_brothers/ziegfeld_new_york,"{""_target_"": ""navi_bench.ticketmaster.ticketmaster_task_generation.generate_task_config_deterministic"", ""mode"": ""any"", ""url"": ""https://www.ticketmaster.com/"", ""task"": ""Find tickets for the Jonas Brothers performance at the Ziegfeld Ballroom in New York on November 15, 2025, specifically standard tickets."", ""queries"": [[{""event_names"": [""jonas brothers""], ""dates"": [""2025-11-15""], ""cities"": [""new york""], ""require_available"": true}]], ""location"": ""United States"", ""timezone"": ""America/New_York""}",real,ticketmaster,entertainment,concerts,null,null,null,validation,null

